0,1,2,3,4,5,6,7
8.453660011,-7.175414085,1,0.345183015,0.173029408,0,0,0
20.77509308,-19.3123703,1,-1.340146422,0.924943447,1,0,1
11.21450806,-10.49700642,1,0.438481092,1.340010047,1,0,1
-1.024534583,1.093008399,0.99,0.697966218,0.140910149,0,1,0
6.168084621,-6.50568676,1,0.361748219,1.011829615,1,0,1
3.802052021,-4.056237698,1,1.592828035,0.04129168,1,0,0
-1.91506505,0.854893804,1,0.005447989,2.496230841,1,1,1
-0.74556005,0.327039957,0.964912281,0.713600636,0.094957307,0,1,0
1.242723584,-1.482009292,1,1.354907513,0.042723428,1,0,0
1.242723584,-1.482009292,1,1.376743913,0.040901866,1,0,0
5.318802834,-5.099078178,1,-0.617156863,1.817795634,1,0,1
6.597123146,-5.727604866,1,0.995418787,0.098103568,1,0,0
5.960502148,-5.463891029,1,-0.019803042,1.591990709,1,0,1
3.939455748,-4.212808132,1,0.52201438,0.153620675,0,0,0
2.493853569,-2.448853493,1,-0.20318675,0.195237264,1,0,1
7.822626591,-6.812386036,1,0.957587481,0.086046621,1,0,0
9.074802399,-8.982344627,1,0.790458918,0.458221465,0,0,0
1.02972436,-2.248526573,1,1.877169371,0.799448669,1,0,0
1.342125773,-1.751554608,1,1.12034142,0.851050675,0,0,0
6.246478558,-6.41285038,1,-1.419322252,1.209635139,1,0,1
10.14116669,-9.208104134,1,1.190769553,0.076586187,1,0,0
7.555075169,-8.153603554,1,2.634977341,-0.033306051,1,0,0
10.02032852,-10.9535675,1,4.900648117,-0.221196219,1,0,0
6.339326859,-6.943881989,1,2.616707563,2.685870886,0,0,1
6.339326859,-6.943881989,1,2.616707563,2.685870886,0,0,1
7.041542053,-7.193645477,1,2.880831718,0.031849246,1,0,0
7.041542053,-7.193645477,1,2.880831718,0.031849246,1,0,0
5.420517445,-6.105221748,1,1.787044764,1.344205737,1,0,0
5.420517445,-6.105221748,1,1.787044764,1.344205737,1,0,0
5.269187927,-5.384722233,1,1.243778348,1.929648519,0.666666667,0,1
5.269187927,-5.384722233,1,1.243778348,1.929648519,0.666666667,0,1
1.827352405,-1.725423217,1,1.799051046,0.756193995,1,0,0
1.827352405,-1.725423217,1,1.799051046,0.756193995,1,0,0
7.773775578,-7.658818245,1,0.781827807,0.427323014,0,0,0
7.773775578,-7.658818245,1,0.781827807,0.427323014,0,0,0
6.308959007,-5.469213486,1,0.93358624,0.096309185,1,0,0
6.308959007,-5.469213486,1,0.93358624,0.096309185,1,0,0
10.15341854,-7.721354485,1,0.01234067,0.191338912,1,0,1
10.15341854,-7.721354485,1,0.017693168,0.190247908,1,0,1
3.237509727,-4.057795525,1,1.81151545,0.026370924,1,0,0
3.237509727,-4.057795525,1,1.81151545,0.026370924,1,0,0
8.140497208,-8.389232635,1,0.727200031,0.126688585,0,0,0
8.140497208,-8.389232635,1,0.727200031,0.126688585,0,0,0
2.731745958,-4.005877495,1,1.599499345,0.036442023,1,0,0
2.731745958,-4.005877495,1,1.571519852,0.038762685,1,0,0
9.70326519,-8.206918716,1,1.484906197,0.052628677,1,0,0
9.70326519,-8.206918716,1,1.484906197,0.052628677,1,0,0
8.995535851,-8.989124298,1,2.185884476,-0.013252769,1,0,0
13.20466805,-13.07125378,1,1.721889973,0.045879986,1,0,0
21.09070206,-15.76048279,1,1.913904309,2.62948513,0.5,0,1
31.18782997,-25.16072845,1,0.731266022,0.253111988,0,0,0
9.450382233,-8.661547661,1,1.231281281,2.590598583,1,0,1
4.794039249,-4.851507664,1,0.379986763,1.651490331,1,0,1
2.431723595,-2.412335396,1,1.632879734,0.062253144,1,0,0
7.188783646,-7.250448704,1,1.933208227,0.025796961,1,0,0
7.881661415,-8.632047653,1,1.520670891,1.980492115,0.666666667,0,1
5.502271175,-5.482386589,1,2.456055164,0.340107292,1,0,0
8.618406296,-8.244987488,1,1.934694171,0.406819254,1,0,0
8.227528572,-8.437487602,1,1.767404318,0.861082554,1,0,0
4.198774815,-3.579651594,1,2.545778275,-0.019470964,1,0,0
7.357782364,-6.514702797,1,2.589385509,-0.039994393,1,0,0
11.02519989,-11.12704468,1,1.426405549,0.113328487,1,0,0
5.709523201,-6.303617954,1,2.337171316,0.004352804,1,0,0
7.432005882,-7.739086151,1,1.232566357,0.768761694,1,0,0
1.566221118,-2.431313515,1,1.279662371,0.045715075,1,0,0
6.647251606,-6.022487164,1,1.214728832,0.945659578,0,0,0
4.991411686,-5.137202263,1,0.671564579,0.231933802,0,0,0
21.81885338,-19.35864258,1,1.711556911,0.02669723,1,0,0
15.16132355,-11.47845078,1,1.383961558,1.080065012,1,0,0
28.67146111,-19.68070412,1,1.229270339,0.084611371,1,0,0
8.994101524,-8.464521408,1,1.769937158,2.138902426,0.5,0,1
19.52272797,-13.72819519,1,2.388817072,-0.031452741,1,0,0
8.103097916,-6.828286171,1,2.387000561,0.690538228,1,0,0
6.562590122,-5.590230942,1,1.68410337,0.649958074,1,0,0
7.640613079,-7.296884537,1,0.881154656,1.811441064,1,0,1
23.43738556,-17.85657692,1,1.641260743,1.441923618,1,0,0
19.27568626,-13.02652359,1,0.165775776,2.947443724,1,0,1
5.388559341,-5.259945869,1,1.877047539,0.009809416,1,0,0
13.86265564,-11.74778557,1,3.026691437,1.753344417,1,0,0
18.87672424,-16.6266098,1,1.809912443,1.242279768,1,0,0
2.676453352,-3.88232708,1,1.51115799,0.041432317,1,0,0
7.137489319,-7.027817249,1,-0.594677448,2.121299505,1,0,1
-0.121078223,-0.584657729,0.4,0.683458328,0.28271997,0,0,0
4.839998245,-4.357956886,1,3.610702515,-0.136181116,1,0,0
6.844983101,-6.693468094,1,1.252967715,1.173731446,1,0,0
-0.289943486,-0.944622338,0.466666667,1.614745498,0.03447957,1,0,0
5.355453491,-5.367551804,1,1.666295886,0.384652674,1,0,0
19.26519775,-17.75165367,1,2.363740921,-0.046813559,1,0,0
9.110908508,-8.293478012,1,2.515904427,1.332654476,1,0,0
1.658188701,-1.493379951,1,1.538010478,0.08717896,1,0,0
1.844773531,-1.646642566,1,2.721525908,-0.037540812,1,0,0
2.067450285,-1.828569531,1,3.996826649,-0.164824709,1,0,0
2.342123747,-2.071224451,1,1.77174449,0.05262759,1,0,0
2.544729948,-2.222089052,1,1.921202183,-0.0034425,1,0,0
2.64466238,-2.327428818,1,1.943079114,0.595268071,1,0,0
2.495046139,-2.195939779,1,2.236784458,-0.034855116,1,0,0
2.610772371,-2.315807819,1,2.306566954,-0.051463414,1,0,0
2.578979731,-2.30598259,1,2.339694738,-0.049659517,1,0,0
1.612378359,-1.491612196,1,2.371197224,-0.054887023,1,0,0
1.613454938,-1.512475371,1,0.456712723,0.140393123,0,0,0
1.688317657,-1.569294572,1,0.933346629,0.095014557,1,0,0
4.451229572,-4.418216228,1,2.332922459,2.141884327,1,0,0
